index,followers,connections,time_spent,content,content_links,media_type,num_hashtags,hashtag_followers,hashtags,reactions,comments,views,label
33848,4206024,,6 months ago,Do the right thing.,[],image,0,0,[],84281,1353,,6
9013,3733192,,1 month ago,"Death tolls have hit certain countries harder than others — particularly in Europe, the US, and Latin America.  Top 10 countries suffering COVID-19 deaths per capita: #GraphicTruth   GZERO Media 
 
 
 …see more","[['https://www.linkedin.com/feed/hashtag/?keywords=graphictruth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6749851549717012480', '#GraphicTruth'], ['https://www.linkedin.com/company/gzero-media/', 'GZERO Media']]",article,1,0,"[['#GraphicTruth', 'https://www.linkedin.com/feed/hashtag/?keywords=graphictruth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6749851549717012480']]",124,24,,6
6742,2417012,,8 months ago,"Look this morning--in about an hour and a quarter--for the weekly release of US jobless claims. With an aggregate total of almost 46 million lost jobs since the economic lock down, consensus expectation is 1.3 million...still high historically but lower than in recent weeks. #economy   #jobless   #jobs   #employment   #unemployment 
 
 
 …see more","[['https://www.linkedin.com/feed/hashtag/?keywords=economy&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681877992911859712', '#economy'], ['https://www.linkedin.com/feed/hashtag/?keywords=jobless&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681877992911859712', '#jobless'], ['https://www.linkedin.com/feed/hashtag/?keywords=jobs&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681877992911859712', '#jobs'], ['https://www.linkedin.com/feed/hashtag/?keywords=employment&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681877992911859712', '#employment'], ['https://www.linkedin.com/feed/hashtag/?keywords=unemployment&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681877992911859712', '#unemployment']]",image,5,0,"[['#economy', 'https://www.linkedin.com/feed/hashtag/?keywords=economy&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681877992911859712'], ['#jobless', 'https://www.linkedin.com/feed/hashtag/?keywords=jobless&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681877992911859712'], ['#jobs', 'https://www.linkedin.com/feed/hashtag/?keywords=jobs&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681877992911859712'], ['#employment', 'https://www.linkedin.com/feed/hashtag/?keywords=employment&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681877992911859712'], ['#unemployment', 'https://www.linkedin.com/feed/hashtag/?keywords=unemployment&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681877992911859712']]",61,7,,6
22650,502484,500+,6 months ago,"LIFE WILL NEVER BE THE SAME AGAIN FOR LIFE INSURANCE INDUSTRY. Hear LIC of India MD Suseel Kumar, HDFC Life MD & CEO Vibha Padalkar, SBI Life MD & CEO Mahesh Kumar Sharma,  ICICI Prudential Life MD & CEO N S Kannan, Bajaj Allianz Life Insurance MD & CEO Tarun Chugh and Policybazaar Co-founder & CEO Yashish Dahiya on 26 August 5.15 pm. All are Welcome .... 
 
 
 …see more",[],image,0,0,[],105,1,,6
5011,18289351,,3 months ago,2020 could bring one of the largest acts of environmental protection in history - protecting nearly 4 million sq km of Antarctica’s Southern Ocean   #CCAMLR   #Antarctica2020,"[['https://www.linkedin.com/feed/hashtag/?keywords=ccamlr&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726892894336233472', '#CCAMLR'], ['https://www.linkedin.com/feed/hashtag/?keywords=antarctica2020&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726892894336233472', '#Antarctica2020']]",article,2,0,"[['#CCAMLR', 'https://www.linkedin.com/feed/hashtag/?keywords=ccamlr&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726892894336233472'], ['#Antarctica2020', 'https://www.linkedin.com/feed/hashtag/?keywords=antarctica2020&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6726892894336233472']]",1211,48,,6
25139,15241,500+,1 year ago,"This month was fully booked so if you want to secure a place after summer book early. Recognise “Fire Doors”, particularly now that the Constructions Product Regulations dictate the use of Fire Tested hardware. Understand the escape risks and regulations. 
 
 
 …see more",[],article,0,0,[],0,0,,6
26698,300691,500+,3 years ago,Flashcards to Learn 168 Cognitive Biases,[],article,0,0,[],61,1,,6
5418,18289351,,1 year ago,Virgin Unite  supporter Justine Teggelove's looks at the power of positivity and how it can build better communities:  https://virg.in/iF9,"[['https://www.linkedin.com/company/virgin-unite/', 'Virgin Unite'], ['https://virg.in/iF9', 'https://virg.in/iF9']]",article,0,0,[],890,31,,6
14773,134304,500+,4 years ago,Chinese consumers love iOS apps and now the App Store revenue numbers prove it. Check out  Lorraine K. Lee 's #DailyRundown,"[['https://www.linkedin.com/in/ACoAAAKd-fgBGmhGXZNFWxd-9PoefBJT05imaNs', 'Lorraine K. Lee']]",article,0,0,[],3,0,,3
6743,2417012,,8 months ago,"The  Financial Times  on the ""record number of US companies seek[ing] relief on loan terms"" -- this as the corporate combination of falling earnings and the incurrence of more  #debt  forces borrowers to seek convenant relief. https://lnkd.in/gFmDUC2 #economy   #markets   #loans   #credit   #investing   #ft 
 
 
 …see more","[['https://www.linkedin.com/company/financial-times/', 'Financial Times'], ['https://www.linkedin.com/feed/hashtag/?keywords=debt&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192', '#debt'], ['https://lnkd.in/gFmDUC2', 'https://lnkd.in/gFmDUC2'], ['https://www.linkedin.com/feed/hashtag/?keywords=economy&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192', '#economy'], ['https://www.linkedin.com/feed/hashtag/?keywords=markets&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192', '#markets'], ['https://www.linkedin.com/feed/hashtag/?keywords=loans&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192', '#loans'], ['https://www.linkedin.com/feed/hashtag/?keywords=credit&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192', '#credit'], ['https://www.linkedin.com/feed/hashtag/?keywords=investing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192', '#investing'], ['https://www.linkedin.com/feed/hashtag/?keywords=ft&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192', '#ft']]",image,7,0,"[['#debt', 'https://www.linkedin.com/feed/hashtag/?keywords=debt&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192'], ['#economy', 'https://www.linkedin.com/feed/hashtag/?keywords=economy&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192'], ['#markets', 'https://www.linkedin.com/feed/hashtag/?keywords=markets&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192'], ['#loans', 'https://www.linkedin.com/feed/hashtag/?keywords=loans&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192'], ['#credit', 'https://www.linkedin.com/feed/hashtag/?keywords=credit&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192'], ['#investing', 'https://www.linkedin.com/feed/hashtag/?keywords=investing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192'], ['#ft', 'https://www.linkedin.com/feed/hashtag/?keywords=ft&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6681875722614792192']]",274,21,,6
6773,2417012,,8 months ago,"Happy Father's Day to all the dads out there. May you all have a wonderful day, surrounded by your families. It certainly is a special day for me. Am so grateful, both as a son and a dad: In remembering my amazing father and in spending the day with my loving family. #fathersday 
 
 
 …see more","[['https://www.linkedin.com/feed/hashtag/?keywords=fathersday&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6680490243071864832', '#fathersday']]",image,1,0,"[['#fathersday', 'https://www.linkedin.com/feed/hashtag/?keywords=fathersday&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6680490243071864832']]",3757,63,,6
19276,584690,500+,7 months ago,"Though American women were ""officially"" granted the right vote through ratification of the 19th Amendment in August 1920, it took a quite a while longer for Black American women to fully enjoy that freedom. Some say we're still battling, thanks to voter suppression and other tactics aimed at silencing people of color. But this year, Black America must pay tribute to people like the late Emma Sanders, who squared off against some of the most vicious racists America ever produced in Mississippi to ensure that her own party did not discriminate against Black people. I know the path in my journey is paved by the sacrifices of men and women like Sanders. I'm determined her efforts won't be in vain this November. 
 
 
 …see more",[],article,0,0,[],59,2,,6
11289,301184,500+,2 months ago,"Enjoy a conversation with Dr. Jane Goodall, scientist and environmental/animal activist (link below).",[],image,0,0,[],20,1,,6
4046,263346,500+,2 years ago,"I'm looking for a new owner for the world's most comprehensive, hand-curated database of medical social media resources on  Webicina.com . Hundreds of manually selected resources, thousands of collections in medical conditions and specialties. It has enormous potentials in bringing quality online resources to patients and physicians. Communication agencies, insurance and pharma companies could benefit the most from keeping on developing that. If you are interested, please contact me at  info@webicina.com . #socialmedia #communication #digitalhealth #curation 
 
 
 …see more","[['http://Webicina.com', 'Webicina.com'], ['mailto:info@webicina.com', 'info@webicina.com']]",image,0,0,[],17,4,,6
32843,2826016,,3 months ago,"Join me live on Thursday, Oct. 29 at 11AM ET on OGIG and JETS – Internet and E-commerce and Airline Industry with Frank Holmes CEO and CIO, U.S. Global Investors. Register here  https://bit.ly/31Q010m . Follow  O'Shares ETFs  for more.","[['https://bit.ly/31Q010m', 'https://bit.ly/31Q010m'], ['https://www.linkedin.com/company/oshares-etfs/', ""O'Shares ETFs""]]",article,0,0,[],497,13,,6
9653,435757,,3 weeks ago,#Cloud   #Stocks : @Everbridge Widens Products and  #Partnerships,"[['https://www.linkedin.com/feed/hashtag/?keywords=cloud&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6758246868406403072', '#Cloud'], ['https://www.linkedin.com/feed/hashtag/?keywords=stocks&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6758246868406403072', '#Stocks'], ['https://www.linkedin.com/feed/hashtag/?keywords=partnerships&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6758246868406403072', '#Partnerships']]",article,3,0,"[['#Cloud', 'https://www.linkedin.com/feed/hashtag/?keywords=cloud&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6758246868406403072'], ['#Stocks', 'https://www.linkedin.com/feed/hashtag/?keywords=stocks&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6758246868406403072'], ['#Partnerships', 'https://www.linkedin.com/feed/hashtag/?keywords=partnerships&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6758246868406403072']]",4,0,,5
13829,828362,500+,3 years ago,"Becoming aware of what impedes your ability to focus and eliminating distractions so you can complete your work are essential to enhancing your productivity. However, if what you are focusing on and working on is not connected to a broader purpose or goal, then you are like a boat without a rudder — directionless and unmoored. 
 
 
 …see more",[],image,0,0,[],153,4,,6
12787,828362,500+,4 months ago,3. MORE. DAYS. Can you believe it?!? Preorder NOW and receive your bonuses:  https://hubs.li/H0xl1ks0,"[['https://hubs.li/H0xl1ks0', 'https://hubs.li/H0xl1ks0']]",image,0,0,[],20,2,,6
29901,1185109,,5 months ago,"How many of us will have the  #courage  and acumen to cannibalise 100% of our revenue-generating products and focus on emerging opportunities in the hope of taking our company to new heights? Intel Corporation  had a  #crisis  when the markets started moving towards cheaper and better memory chips. Andrew Grove, a legend to the engineers in the 80s, made massive successful  #pivots           - Taking Intel out of their dominant market, memory chips         - Entering the new emerging market for microprocessors         - Creating defensible competitive advantage that has lasted to this day While this year has been difficult for the society at large and for many of us in the start-up ecosystem, it has been especially difficult for founders. Others before us have faced  #crisis , albeit in different ways. Whether it was the financial crisis or the dot-com crash or an internal crisis specific to a company, there are so many examples of transformational companies and inspirational leaders that transcended a crisis. We can certainly learn from their journeys. These episodes of the  #KalaariPodcast  come from our continued commitment to empower and encourage entrepreneurs.  podcasts@kalaari.com https://lnkd.in/eAA6Wry 
 
 
 …see more","[['https://www.linkedin.com/feed/hashtag/?keywords=courage&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6710491062953152514', '#courage'], ['https://www.linkedin.com/company/intel-corporation/', 'Intel Corporation'], ['https://www.linkedin.com/feed/hashtag/?keywords=crisis&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6710491062953152514', '#crisis'], ['https://www.linkedin.com/feed/hashtag/?keywords=pivots&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6710491062953152514', '#pivots'], ['https://www.linkedin.com/feed/hashtag/?keywords=crisis&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6710491062953152514', '#crisis'], ['https://www.linkedin.com/feed/hashtag/?keywords=kalaaripodcast&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6710491062953152514', '#KalaariPodcast'], ['mailto:podcasts@kalaari.com', 'podcasts@kalaari.com'], ['https://lnkd.in/eAA6Wry', 'https://lnkd.in/eAA6Wry']]",video,5,0,"[['#courage', 'https://www.linkedin.com/feed/hashtag/?keywords=courage&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6710491062953152514'], ['#crisis', 'https://www.linkedin.com/feed/hashtag/?keywords=crisis&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6710491062953152514'], ['#pivots', 'https://www.linkedin.com/feed/hashtag/?keywords=pivots&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6710491062953152514'], ['#crisis', 'https://www.linkedin.com/feed/hashtag/?keywords=crisis&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6710491062953152514'], ['#KalaariPodcast', 'https://www.linkedin.com/feed/hashtag/?keywords=kalaaripodcast&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6710491062953152514']]",156,13,,5
6423,2417012,,6 months ago,"The Wall Street Journal  on the what and why of the very strong (and just released) US data on existing-home sales. https://lnkd.in/ezNfMEY #economy   #markets   #housing   #homes   #wsj 
 
 
 …see more","[['https://www.linkedin.com/company/the-wall-street-journal/', 'The Wall Street Journal'], ['https://lnkd.in/ezNfMEY', 'https://lnkd.in/ezNfMEY'], ['https://www.linkedin.com/feed/hashtag/?keywords=economy&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6702585498881331200', '#economy'], ['https://www.linkedin.com/feed/hashtag/?keywords=markets&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6702585498881331200', '#markets'], ['https://www.linkedin.com/feed/hashtag/?keywords=housing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6702585498881331200', '#housing'], ['https://www.linkedin.com/feed/hashtag/?keywords=homes&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6702585498881331200', '#homes'], ['https://www.linkedin.com/feed/hashtag/?keywords=wsj&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6702585498881331200', '#wsj']]",image,5,0,"[['#economy', 'https://www.linkedin.com/feed/hashtag/?keywords=economy&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6702585498881331200'], ['#markets', 'https://www.linkedin.com/feed/hashtag/?keywords=markets&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6702585498881331200'], ['#housing', 'https://www.linkedin.com/feed/hashtag/?keywords=housing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6702585498881331200'], ['#homes', 'https://www.linkedin.com/feed/hashtag/?keywords=homes&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6702585498881331200'], ['#wsj', 'https://www.linkedin.com/feed/hashtag/?keywords=wsj&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6702585498881331200']]",119,9,,6
13518,828362,500+,3 years ago,"Nine years into recovery from the Great Recession, labor-productivity-growth rates remain near historic lows across many advanced economies. Productivity growth is crucial to raise wages and living standards. It also helps increase the purchasing power of consumers growing demand for goods and services. Therefore, slowing labor productivity growth heightens concerns. 
 
 
 …see more",[],article,0,0,[],4,0,,6
11064,301184,500+,1 week ago,Do you have a best friend at work? You should if you want to be happy.,[],article,0,0,[],27,8,,6
11853,301184,500+,10 months ago,"Oxford University is partnering with AstraZeneca on a possible coronavirus vaccine currently named ChAdOxnCov-19, but will hopefully be renamed The Incredible Hug Drug. Injection Freedom? Coron-no? 🤞",[],article,0,0,[],2,0,,6
32703,19101,500+,3 years ago,Check it out! Desktop version of LinkedIn now has native video as well. Was expecting that to take longer. Coooooool....,[],image,0,0,[],36,26,,6
32410,19101,500+,6 months ago,"60% of our clients use  #LinkedInAds  lead gen form ads, so they're VERY valuable to understand.  Here's a complete guide on how to create them on  Social Media Examiner . Check it out! 
 
 
 …see more","[['https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696779613152141314', '#LinkedInAds'], ['https://www.linkedin.com/company/social-media-examiner/', 'Social Media Examiner']]",article,1,0,"[['#LinkedInAds', 'https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696779613152141314']]",48,6,,4
