index,followers,connections,time_spent,content,content_links,media_type,num_hashtags,hashtag_followers,hashtags,reactions,comments,views,label
27111,408254,500+,5 months ago,We'll discuss the role AR may play in our society at 11:35 a.m. EDT during our Digital Leadership Online Networking Salon. Join us to meet some new people and bump into old friends.,[],article,0,0,[],3,0,,2
31172,10283,500+,3 years ago,Honored to give a keynote at Slush Singapore right after an Estonian gov official ;) Always a good time! #SlushSingapore #pocketspeaks #SheVC #SoGalBoss,[],image,0,0,[],91,4,,6
11264,301184,500+,2 months ago,Call it Hubble therapy: the sense of awe you get when you get a glimpse of the vastness of the universe is good for you.,[],article,0,0,[],1,1,,6
3881,263346,500+,2 years ago,"Check out my selection of e-books on what innovation means in healthcare. 40 exciting questions, a list of the top 100 digital health companies & more:  http://bit.ly/2wEg6Wm   #digitalhealth   #ebook","[['http://bit.ly/2wEg6Wm', 'http://bit.ly/2wEg6Wm'], ['https://www.linkedin.com/feed/hashtag/?keywords=digitalhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6443727374570778624', '#digitalhealth'], ['https://www.linkedin.com/feed/hashtag/?keywords=ebook&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6443727374570778624', '#ebook']]",image,2,0,"[['#digitalhealth', 'https://www.linkedin.com/feed/hashtag/?keywords=digitalhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6443727374570778624'], ['#ebook', 'https://www.linkedin.com/feed/hashtag/?keywords=ebook&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6443727374570778624']]",16,0,,3
28008,408254,500+,1 year ago,"In order to comply with safety regulations, EVs are required to produce “artificial noise.” Tesla is no exception and, because he can, Elon Musk will use the legislated external speakers to do more than make fake car noises — Teslas will now speak. Think about this... 
 
 
 …see more",[],article,0,0,[],8,2,,5
4180,89566,500+,8 months ago,Is your culture and benefits package competitive? Does your organization have a clear understanding of what the most sought after talent expects in this rapidly changing landscape?   #benefits   #talent,"[['https://www.linkedin.com/feed/hashtag/?keywords=benefits&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6683834048617488384', '#benefits'], ['https://www.linkedin.com/feed/hashtag/?keywords=talent&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6683834048617488384', '#talent']]",article,2,0,"[['#benefits', 'https://www.linkedin.com/feed/hashtag/?keywords=benefits&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6683834048617488384'], ['#talent', 'https://www.linkedin.com/feed/hashtag/?keywords=talent&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6683834048617488384']]",2,0,,5
15175,719334,500+,6 months ago,"Now that people are starting to think about events again, it's time to dust off my free speaker/event matching service.  As always looking to find people looking for brilliant but lesser-known, more interesting speakers for paid speaking roles.",[],article,0,0,[],120,13,,2
6386,2417012,,5 months ago,"All I could think of is ... MR. BEAN!!!   #mrbean   #minicooper 
 
 
 …see more","[['https://www.linkedin.com/feed/hashtag/?keywords=mrbean&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6706726385072906240', '#mrbean'], ['https://www.linkedin.com/feed/hashtag/?keywords=minicooper&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6706726385072906240', '#minicooper']]",image,2,0,"[['#mrbean', 'https://www.linkedin.com/feed/hashtag/?keywords=mrbean&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6706726385072906240'], ['#minicooper', 'https://www.linkedin.com/feed/hashtag/?keywords=minicooper&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6706726385072906240']]",2542,81,,6
8571,1268865,,4 years ago,"It’s easy to come up with ideas. It’s harder to act on them. (He showed me how to turn my ideas into action)  CALL TO ACTION ➞  http://bit.ly/2nJ6Jmx #Ideas #Creative #Business #Marketing #Entrepreneur #LifeLesson #CareerAdvice 
 
 
 …see more","[['http://bit.ly/2nJ6Jmx', 'http://bit.ly/2nJ6Jmx']]",image,0,0,[],356,14,,3
32513,19101,500+,1 year ago,"Utah agency friends! The  UtahDMC.org - Utah's Digital Marketing Collective  is hosting an event on Jan 15th focused on helping agencies. Our keynote will be by the CEO of Hanapin Marketing, @ Jeff Allen  about employee retention.  We're looking for a local speaker to speak. Do you, or does someone at your agency have something great to share? Maybe about agency growth or something?  Comment below and/or slide into my DMs. We'd love to consider you! 
 
 
 …see more","[['https://www.linkedin.com/company/utahdmc/', ""UtahDMC.org - Utah's Digital Marketing Collective""], ['https://www.linkedin.com/in/ACoAAAMWBS8BBReXoXh-ZShOqpDMDPBcCg5Sjn0', 'Jeff Allen']]",article,0,0,[],49,43,,2
28661,24460,500+,4 months ago,"Am really pleased to be included in the pilot group testing out the newsletter feature on the  LinkedIn .  Check out and subscribe to my newsletter, ""Elewa - Africa Thinking"".  #Elewa , a Swahili wording meaning ‘To Understand’ will feature Africa thinking for problems that matter.  SUBSCRIBE now to get Elewa delivered to your inbox whenever new content gets posted!  Subscribe here  https://lnkd.in/dUhvBKr #africathinking   #business   #innovation 
 
 
 …see more","[['https://www.linkedin.com/company/linkedin/', 'LinkedIn'], ['https://www.linkedin.com/feed/hashtag/?keywords=elewa&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6721833219261530112', '#Elewa'], ['https://lnkd.in/dUhvBKr', 'https://lnkd.in/dUhvBKr'], ['https://www.linkedin.com/feed/hashtag/?keywords=africathinking&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6721833219261530112', '#africathinking'], ['https://www.linkedin.com/feed/hashtag/?keywords=business&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6721833219261530112', '#business'], ['https://www.linkedin.com/feed/hashtag/?keywords=innovation&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6721833219261530112', '#innovation']]",image,4,0,"[['#Elewa', 'https://www.linkedin.com/feed/hashtag/?keywords=elewa&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6721833219261530112'], ['#africathinking', 'https://www.linkedin.com/feed/hashtag/?keywords=africathinking&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6721833219261530112'], ['#business', 'https://www.linkedin.com/feed/hashtag/?keywords=business&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6721833219261530112'], ['#innovation', 'https://www.linkedin.com/feed/hashtag/?keywords=innovation&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6721833219261530112']]",104,3,,3
29194,96923,500+,5 months ago,"“I tried to get him interested in engineering, but his heart was in movies. At first I was disappointed, but then I saw how good he was in moviemaking.” Computer pioneer Arnold Spielberg on filmmaker son Steven. 
 
 
 …see more",[],article,0,0,[],22,0,,6
5831,2417012,,4 days ago,"Congratulations to the MCR of Queens’ College Cambridge.  Looking forward to a great series with really interesting speakers.  Queens'​ College, Cambridge   University of Cambridge 
 
 
 …see more","[['https://www.linkedin.com/company/queenscollegecambridge/', ""Queens'\u200b College, Cambridge""], ['https://www.linkedin.com/company/university-of-cambridge/', 'University of Cambridge']]",image,0,0,[],66,3,,6
